agency,estimated_fiscal_year,description,office,naics,socioeconomic,award-amount,estimated_fiscal_year_quarter,place_of_performance_state
state,FY 16,Bilateral Counternarcotics Advisor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Liberia
state,FY 16,Bilateral Senior Police Program Advisor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Liberia
state,FY 16,12 Passenger Vans,INL/WHP,441110,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Honduras
state,FY 16,Alternative Development & Capacity Building - Kabul PSC/TPC Contractor,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Alternative Development & Capacity Building - Kabul PSC/TPC Contractor,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,CNP DIRAN servers for new applications,INL/WHP,423420,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Colombia
state,FY 16,CONSTRUCTION OF SEGREGATION UNITS AT PRISON,INL/WHP,236220,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),El Salvador
state,FY 16,Corrections - Kabul PSC Contract for Corrections Engineer,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Corrections - Kabul PSC Contract for Corrections Engineer,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Corrections - Kabul PSC/TPC Contract for Corrections Advisor,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Corrections - Kabul PSC/TPC Contract for Corrections Advisor,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Corrections subject Matter Specialist,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Jerusalem
state,FY 16,Framework Agreement Advisor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 2 (Jan-Mar),Jerusalem
state,FY 16,Framework Agreement Advisor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Jerusalem
state,FY 16,INL Base Security Program Surveillance Systems,INL/WHP,334511,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Justice - PSC Contract for Kabul Justice Advisor,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,Justice - PSC Contract for Kabul Justice Advisor,INL/AP,541611,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,Maintenance-Refurbishing for Police Academies /adjoining facilities,INL/WHP,236220,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Peru
state,FY 16,NVGs type ANVIS-9 black and white  (40 Eas ARAVI program),INL/WHP,333314,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Prison Architecture Consultant,INL/AME,541310,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Morocco
state,FY 16,SME Police Advisor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Jerusalem
state,FY 16,Training for DIREJANDRO and PNP personnel,INL/WHP,611430,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Peru
state,FY 16,Community Policing Vehicles,INL/WHP,423110,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Belize
state,FY 16,Training courses for CNP DIRAN (different skills and competencies),INL/WHP,611430,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Colombia
state,FY 16,MOI Sepcialist Mentor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Jerusalem
state,FY 16,Toyota Ambulance for Pakistan Coast Guards,INL/AP,336211,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,SME Justice Advisor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Jerusalem
state,FY 16,Corrections Advisor,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Jerusalem
state,FY 16,EIC TGU Simmulator,INL/WHP,333318,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Honduras
state,FY 16,EIC/SPS Comayagua simmulator,INL/WHP,333318,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Honduras
state,FY 16,Colombian National Police COPAN Base in Finca Paraguay Residual Water Plant (PTAR),INL/WHP,221310,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Furniture & equipment safe communities,INL/WHP,238390,Set Aside,>$150K and <$500K,Quarter 2 (Jan-Mar),Costa Rica
state,FY 16,Narcotics/Explosive Detectors for Pakistan Coast Guards,INL/AP,334511,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Software and Server Purchase,INL/WHP,334111,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Colombia
state,FY 16,SURVEILLANCE SYSTEM FOR SONSONATE CIUDAD DELGADO Y SAN SALVADOR,INL/WHP,334511,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),El Salvador
state,FY 16,DNA LABORATORY EQUIPMENT,INL/WHP,423490,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),El Salvador
state,FY 16,EIC/ TGU and SPS Vehicles,INL/WHP,423110,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Honduras
state,FY 16,Hand-held Explosive Detectors for Baluchistan Police,INL/AP,334511,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Hand-held Explosive Detectors for Sindh Police,INL/AP,334511,Set Aside,>$150K and <$500K,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Uniform and Related supplies for DIREJANDRO,INL/WHP,315190,Set Aside,>$150K and <$500K,Quarter 2 (Jan-Mar),Peru
state,FY 16,Volunteer equipment list,INL/AME,236220,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),Jerusalem
state,FY 16,Contract extension for TPC in Mogadishu,INL/AME,541611,Set Aside,>$150K and <$500K,Quarter 1 (Oct-Dec),Somalia
state,FY 16,Ammunition,INL/WHP,423990,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Armoring of Single Cabin Pickup for KPK Police,INL/AP,336992,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,CBP Training - IN13PMMS,INL/WHP,611519,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Panama
state,FY 16,Colombian National Police COPAN Base in Finca Paraguay Potable Water Plant (PTAP),INL/WHP,221310,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Command and Control Room for Islamabad Police,INL/AP,236220,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Commoditity Security Package for KPK Police,INL/AP,453998,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Computer aided dispatch system for Islamabad Police,INL/AP,541511,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Computer equipment and network,INL/WHP,334111,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,"Computers, photocopiers, printers and miscellaneous equipment for Islamabad Police",INL/AP,334111,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,EPILSON-P Phase 2 software development,INL/AME,423430,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Jerusalem
state,FY 16,EQUIPMENT FOR EXPEDITING COURTS,INL/WHP,922110,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),El Salvador
state,FY 16,First Aid Kits for Islamabad Police,INL/AP,339113,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Pakistan
state,FY 16,Forensic Lab Equipment for Baluchistan Police,INL/AP,423490,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Pakistan
state,FY 16,Fund travel expenses (M&IE and Lodging) to support Aerial Eradication operations.,INL/WHP,541611,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Colombia
state,FY 16,Governor Led Eradication - External Audit,INL/AP,541611,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,Investigative Equipment,INL/WHP,453998,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Jamaica
state,FY 16,Justice - Justice System Support Program - Security,INL/AP,561612,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,Larandia FOL - Enlargement of fueling system and spray aircraft parking zone for required compliance with aviation safety standards.,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Logistics Shelving Project,INL/AME,541611,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Jerusalem
state,FY 16,Mobile Command and Control Post (Vehicle) for Islamabad Police,INL/AP,423110,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,ONE YEAR TRAINING FOR CSJ OFFICERS,INL/WHP,611430,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),El Salvador
state,FY 16,Police Stations upgrades for Islamabad Police,INL/AP,236220,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Portable and Moveable Checkpoints for Islamabad Police,INL/AP,453998,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Purchase weapons for CD Brigade,INL/WHP,336992,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Colombia
state,FY 16,Refurbishment of Killick Cafeteria and Electricity Upgrade,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Haiti
state,FY 16,Reporting Rooms and Lockups Security Upgrades for Islamabad Police,INL/AP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,San Jose FOL - Construct new glyphosate storage facility that meets environmental and safety standards.,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Colombia
state,FY 16,Software Licenses - IN23PMM4,INL/WHP,334111,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Panama
state,FY 16,Tactical Suits for Islamabad Police,INL/AP,812332,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Technical Equipment - IN23PMM4,INL/WHP,423690,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Panama
state,FY 16,Thermo Scientific TruNarc for Pakistan Customs,INL/AP,334511,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Tracker for vehicles for Islamabad Police,INL/AP,517919,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,VEHICLES FOR PRISON SYSTEM EL SALVADOR,INL/WHP,423110,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),El Salvador
state,FY 16,Wireless Equipment Package for KPK Police,INL/AP,517210,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Prison Cameras,INL/WHP,423410,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Costa Rica
state,FY 16,TT Mobile Forensics Capability Enhancement project,INL/WHP,334220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Trinidad and Tobago
state,FY 16,Construct a 60 person barracks at the CNP base in Caucasia to provide housing facilities for its pesonnel,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Outboard Motor Parts - IN23PMND,INL/WHP,423910,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Panama
state,FY 16,VIRTUAL CLASSROOM/LIBRARY FOR NATIONAL POLICE ACADEMY SUPPORT,INL/WHP,334614,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),El Salvador
state,FY 16,Spare parts and accessories for Operations and Maintenance,INL/WHP,221114,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Peru
state,FY 16,Alternative Development & Capacity Building - GPI Audit,INL/AP,541690,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Ballistic Helmet for FATA Levies,INL/AP,339113,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,FURNITURE FOR NEW MPPS,INL/WHP,238390,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),El Salvador
state,FY 16,Helicopter spray systems and two guidance systems for aerial application,INL/WHP,336411,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Purchase Tactical Aerial Unmanned System (Raven type) for FP and reconnasaince mission for the CD Brigade.,INL/WHP,336411,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,RADIO EQUIPMENT FOR MODEL POLICE PRECINCT,INL/WHP,423690,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),El Salvador
state,FY 16,"Rental of hangar and warehouse facilities at El Dorado Airport, Bogota, Colombia.",INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Thermal Imaging Monocular for KPK Police,INL/AP,334511,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Thermo Scientific TruNarc for Pakistan Coast Guards,INL/AP,334511,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,"Tumaco CNP Base - Construct platform improvements, including concrete ramp, chemical platform and piping, fuel systems and a water tank.",INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Colombia
state,FY 16,Virtual Shoothouse Software (Pijaos),INL/WHP,423430,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,HESCO Barriers for Punjab Prison,INL/AP,332311,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,"Contract a local commercial spray services company to eradicate 2,500 hectares of coca in Uraba region of Colombia.",INL/WHP,115112,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,PSC for Police Advisor in Abuja,INL/AME,541611,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Nigeria
state,FY 16,Bullet Proof Vests for Khyber Pakhtunkhwa Police,INL/AP,339113,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,2 Additional 32' Boats,INL/WHP,336612,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Haiti
state,FY 16,INL Amman Security Assistance Coordinators,INL/AME,541611,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Jerusalem
state,FY 16,Building Barracks for 120 peoples (ARECI program),INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Interceptor Outer Tactical Vests for Pakistan Coast Guards,INL/AP,339113,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,IPPOS FPU Training,INL/CAP,611430,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Burkina Faso
state,FY 16,IPPOS FPU Training,INL/CAP,611430,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Rwanda
state,FY 16,Logistics Shelving Project,INL/AME,541611,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Jerusalem
state,FY 16,Purchase and installation of AT-802 spray aircraft upgrades and modernization components.,INL/WHP,115112,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Tolemaida COLAR Base - Purchase of materials for construction of one hangar housing component workshops.,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Tolemaida COLAR Base - Purchase of materials for construction of one hangar housing the helicopter structural alignment JIG.,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Warehouses,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Radios,INL/WHP,423620,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Guatemala
state,FY 16,Virtual Shoothouse Construction (Pijaos),INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Bomb Bins for baluchistan Police,INL/AP,453998,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Bomb Bins for KPK Police,INL/AP,453998,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Bomb Bins for Sindh Police,INL/AP,453998,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Bomb Blankets for Baluchistan Police,INL/AP,315990,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Bomb Blankets for KPK Police,INL/AP,315990,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Bomb Blankets for Sindh police,INL/AP,315990,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Explosive Analyzer for BDU Sindh,INL/AP,334511,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Investigation Kits for Islamabad Police,INL/AP,453998,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Isuzu Water Bowzer 2.5 ton for Pakistan Coast Guards,INL/AP,336611,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Materials for SENAFRONT's Basic Academy - IN13PMMS,INL/WHP,444190,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Panama
state,FY 16,Purchase of furniture to outfit five COLAR temporary forward operating locations.,INL/WHP,238390,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,"Advanced Training,Pan-PASF NSF/PG/PCD (Civpol LOA),National JOC ,KASOTC",INL/AME,541690,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Jerusalem
state,FY 16,"Command and control facilities, regional commands",INL/WHP,561210,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Construction Projects- IN41JMC7,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 1 (Oct-Dec),Jamaica
state,FY 16,Forensic Lab Equipment,INL/WHP,423490,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,IPPOS FPU Training,INL/CAP,611430,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Cameroon
state,FY 16,IPPOS FPU Training,INL/CAP,611430,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Ghana
state,FY 16,Semi Armoring of Vehicles for FATA Levies,INL/AP,336992,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Pakistan
state,FY 16,Semi Armoring of Vehicles for KPK Police,INL/AP,336992,Set Aside,>$500K and <$1M,Quarter 2 (Jan-Mar),Pakistan
state,FY 16,Laboratory Equipment - IN41JMC7,INL/WHP,423490,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Jamaica
state,FY 16,Mobile Units for CNP - DISEC,INL/WHP,423110,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,San Jose CNP Base - Construct a 60 person barracks to provide housing facilities for its pesonnel.,INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,"San Jose CNP Base - Construction of concrete platform and new hangar, relocation of existing hangar, warehouse/logistics and operation/communication buildings",INL/WHP,236220,Set Aside,>$500K and <$1M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Prison cameras for other correctional centers,INL/WHP,423410,Set Aside,>$500K and <$1M,Quarter 3 (Apr-Jun),Costa Rica
state,FY 16,Data mining software,INL/WHP,423430,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Aircraft support services and rentals,INL/WHP,532411,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Peru
state,FY 16,Computer Hardware and software package for Rescue 15 Centers in Peshawar,INL/AP,334111,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,EQUIPMENT FOR BALLISTICS LABORATORY,INL/WHP,423490,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),El Salvador
state,FY 16,Forensic Lab Equipment for FIA Pakistan.,INL/AP,423490,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Forensic Lab Equipment for Islamabad Police,INL/AP,423490,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Forensic Lab Equipment for KPK Police,INL/AP,423490,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Governance strengthening in consolidation zones.,INL/WHP,541611,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Helicopter Engine for INL Air Wing,INL/AP,336411,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Pakistan
state,FY 16,Human Resources Governance Contract,INL/AME,541611,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Jerusalem
state,FY 16,INL/Benin: Improving Civil Service management controls,INL/AME,541611,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Benin
state,FY 16,Justice - Financial Control Course,INL/AP,611430,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,Motor Vehicles- IN23JMC4,INL/WHP,423110,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Jamaica
state,FY 16,Provision of Communications Network for DNCD,INL/WHP,238210,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Dominican Republic
state,FY 16,Vehicle support to Joint Police training center KPK,INL/AP,811310,Set Aside,>$1M and <$5M,Quarter 2 (Jan-Mar),Pakistan
state,FY 16,SAT -  BAGGAGE  X-RAY INSPECTION SYSTEMS,INL/WHP,541380,Set Aside,>$1M and <$5M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,NYPD Contract Amendments,INL/WHP,611519,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Haiti
state,FY 16,Community policing support - IN41PMNC,INL/WHP,541611,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Panama
state,FY 16,Bomb Bins for KPK Police,INL/AP,453998,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Bomb Blankets for KPK Police,INL/AP,315990,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,Bullet proof vest for FATA Levies,INL/AP,339113,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,COMPUTER EQUIPMENT FOR NEW MPP LOCATIONS,INL/WHP,334111,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),El Salvador
state,FY 16,Fixed Wing Simulator pilot training at approved U.S. training facilities,INL/WHP,611512,Set Aside,>$1M and <$5M,Quarter 2 (Jan-Mar),Peru
state,FY 16,Purchase of materials for constructing metal building foundations at three mobile CD Brigade temporary forward operating locations.,INL/WHP,444190,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Software licenses - IN36PMMM,INL/WHP,334111,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Panama
state,FY 16,Tumaco Colombian National Police Base - Construct a fixed wing aircraft taxiway and refurbish parkng ramp to provide aircraft access to parking ramp area.,INL/WHP,236220,Set Aside,>$1M and <$5M,Quarter 2 (Jan-Mar),Colombia
state,FY 16,"Mapping System, ARC GIS for CNP DIRAN",INL/WHP,541370,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Classroom Furniture for PGR (PFM),INL/WHP,238390,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Mexico
state,FY 16,INL Bogota's Base Security construction support to CNP stations and bases throughout Colombia,INL/WHP,236220,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Terrier Rouge Commissariat,INL/WHP,423690,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Haiti
state,FY 16,CCTV for MOI and CNP,INL/WHP,517110,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Computer Infrastructure Systems Survey Contract,INL/AME,334111,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Jerusalem
state,FY 16,"TT Police Academy Classroom, Crime Scene and Tactical Training facility renovation",INL/WHP,236220,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Trinidad and Tobago
state,FY 16,"SI3 software integration, ports, airports, intelligence, judicial police, interdiction, eradication, prevention.",INL/WHP,423430,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Alternative Development & Capacity Building - Program Evaluations,INL/AP,541690,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Corrections - Corrections System Support Program - Follow On,INL/AP,541611,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Expanded Senior Police Advisor Contract,INL/AME,541611,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Lebanon
state,FY 16,Forensic Lab Equipment for Sindh Police,INL/AP,423490,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Justice Administration and Management Support,INL/AME,541611,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Liberia
state,FY 16,Purchase specialiazed infantry and air assault equipment for COLAR units.,INL/WHP,423860,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,SRP Terminals,INL/AME,238390,Set Aside,>$1M and <$5M,Quarter 2 (Jan-Mar),Lebanon
state,FY 16,State Courtroom Furnishings,INL/WHP,238390,Set Aside,>$1M and <$5M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,XRAY MOBILE VAN,INL/WHP,423110,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),El Salvador
state,FY 16,Pick ups,INL/WHP,423110,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Guatemala
state,FY 16,Establish FMS case to procure spare parts for COLAR UH-60 helicopter logistics.,INL/WHP,336411,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,Police Modernization - Crowd Control and Incident Management Assistance for MOI Forces,INL/AME,611430,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Jordan
state,FY 16,Police Professionalization Contract,INL/AME,611430,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Morocco
state,FY 16,Purchase of materials for installation improvements at five COLAR temporary forward operating locations.,INL/WHP,444190,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,Frequency Jammers for FATA Levies,INL/AP,334511,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Pakistan
state,FY 16,Merchant Marine,INL/WHP,441222,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Mexico
state,FY 16,Monitoring - Flexible Implementation Assessment Team (FIAT),INL/AP,541611,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Afghanistan
